Datetime,YEAR,MO,DY,HR,Temperature,Wind_Speed,Solar_Radiation,Wind_Direction,Humidity,Rainfall,Month,DayOfYear,Hour
2025-04-21 21:00:00,2025,4,21,21,27.69,2.48,0.0,244.0,72.73,0.02,4,111,21
2025-04-21 22:00:00,2025,4,21,22,27.44,2.51,0.0,249.5,72.42,0.02,4,111,22
2025-04-21 23:00:00,2025,4,21,23,27.28,2.59,0.0,253.4,71.53,0.02,4,111,23
2025-04-22 00:00:00,2025,4,22,0,27.74,2.9,26.02,254.8,68.11,0.02,4,112,0
2025-04-22 01:00:00,2025,4,22,1,29.88,3.76,171.77,254.9,58.28,0.02,4,112,1
2025-04-22 02:00:00,2025,4,22,2,32.48,3.77,380.35,250.9,47.59,0.01,4,112,2
2025-04-22 03:00:00,2025,4,22,3,34.51,3.27,597.03,243.1,40.62,0.01,4,112,3
2025-04-22 04:00:00,2025,4,22,4,36.16,3.07,768.5,231.2,35.72,0.01,4,112,4
2025-04-22 05:00:00,2025,4,22,5,37.44,3.15,805.15,219.7,32.18,0.01,4,112,5
2025-04-22 06:00:00,2025,4,22,6,38.34,3.49,895.08,210.5,29.86,0.0,4,112,6
2025-04-22 07:00:00,2025,4,22,7,38.78,4.03,845.75,204.2,28.73,0.0,4,112,7
2025-04-22 08:00:00,2025,4,22,8,38.74,4.68,730.72,201.0,28.63,0.01,4,112,8
2025-04-22 09:00:00,2025,4,22,9,38.18,5.08,582.42,199.8,29.67,0.0,4,112,9
2025-04-22 10:00:00,2025,4,22,10,37.21,5.47,362.92,198.1,31.92,0.01,4,112,10
2025-04-22 11:00:00,2025,4,22,11,35.85,5.81,153.23,197.9,35.83,0.01,4,112,11
2025-04-22 12:00:00,2025,4,22,12,34.07,5.85,17.02,197.2,42.3,0.01,4,112,12
2025-04-22 13:00:00,2025,4,22,13,32.43,5.78,0.0,200.3,50.14,0.01,4,112,13
2025-04-22 14:00:00,2025,4,22,14,31.35,5.65,0.0,207.4,56.36,0.02,4,112,14
2025-04-22 15:00:00,2025,4,22,15,30.63,5.48,0.0,212.9,60.71,0.03,4,112,15
2025-04-22 16:00:00,2025,4,22,16,30.02,5.24,0.0,215.8,64.15,0.02,4,112,16
2025-04-22 17:00:00,2025,4,22,17,29.44,4.9,0.0,219.4,67.13,0.03,4,112,17
2025-04-22 18:00:00,2025,4,22,18,28.94,4.62,0.0,224.4,69.41,0.03,4,112,18
2025-04-22 19:00:00,2025,4,22,19,28.5,4.05,0.0,230.0,70.95,0.04,4,112,19
2025-04-22 20:00:00,2025,4,22,20,28.07,3.43,0.0,235.7,72.15,0.04,4,112,20
2025-04-22 21:00:00,2025,4,22,21,27.67,3.1,0.0,240.0,73.13,0.02,4,112,21
2025-04-22 22:00:00,2025,4,22,22,27.3,2.92,0.0,242.5,74.23,0.02,4,112,22
2025-04-22 23:00:00,2025,4,22,23,26.97,2.84,0.0,243.0,75.37,0.02,4,112,23
2025-04-23 00:00:00,2025,4,23,0,27.23,3.27,28.92,243.3,74.28,0.01,4,113,0
2025-04-23 01:00:00,2025,4,23,1,29.34,4.14,187.57,242.4,63.69,0.01,4,113,1
2025-04-23 02:00:00,2025,4,23,2,32.28,4.12,391.58,236.7,49.58,0.01,4,113,2
2025-04-23 03:00:00,2025,4,23,3,34.93,3.67,606.33,227.3,40.03,0.01,4,113,3
2025-04-23 04:00:00,2025,4,23,4,37.03,3.38,800.7,216.3,34.14,0.0,4,113,4
2025-04-23 05:00:00,2025,4,23,5,38.63,3.4,903.12,206.3,30.2,0.0,4,113,5
2025-04-23 06:00:00,2025,4,23,6,39.73,3.68,924.83,198.7,27.8,0.0,4,113,6
2025-04-23 07:00:00,2025,4,23,7,40.3,4.1,879.17,193.4,26.62,0.0,4,113,7
2025-04-23 08:00:00,2025,4,23,8,40.12,4.57,761.47,190.8,26.76,0.0,4,113,8
2025-04-23 09:00:00,2025,4,23,9,39.5,5.05,584.78,192.1,27.73,0.0,4,113,9
2025-04-23 10:00:00,2025,4,23,10,38.0,5.3,367.42,195.2,30.38,0.0,4,113,10
2025-04-23 11:00:00,2025,4,23,11,36.63,5.37,154.32,197.5,33.39,0.0,4,113,11
2025-04-23 12:00:00,2025,4,23,12,34.85,5.42,16.75,196.3,38.5,0.0,4,113,12
2025-04-23 13:00:00,2025,4,23,13,33.08,5.55,0.0,196.1,45.53,0.0,4,113,13
2025-04-23 14:00:00,2025,4,23,14,31.81,5.44,0.0,202.5,52.04,0.0,4,113,14
2025-04-23 15:00:00,2025,4,23,15,30.83,5.39,0.0,211.3,57.42,0.01,4,113,15
2025-04-23 16:00:00,2025,4,23,16,30.12,5.35,0.0,219.0,61.1,0.01,4,113,16
2025-04-23 17:00:00,2025,4,23,17,29.56,5.03,0.0,223.3,64.23,0.01,4,113,17
2025-04-23 18:00:00,2025,4,23,18,29.09,4.7,0.0,227.1,66.42,0.01,4,113,18
2025-04-23 19:00:00,2025,4,23,19,28.64,4.45,0.0,230.2,68.17,0.02,4,113,19
2025-04-23 20:00:00,2025,4,23,20,28.22,4.25,0.0,232.9,69.59,0.02,4,113,20
2025-04-23 21:00:00,2025,4,23,21,27.82,3.99,0.0,234.6,70.84,0.03,4,113,21
2025-04-23 22:00:00,2025,4,23,22,27.48,3.77,0.0,235.3,72.17,0.03,4,113,22
2025-04-23 23:00:00,2025,4,23,23,27.19,3.71,0.0,235.0,73.72,0.03,4,113,23
2025-04-24 00:00:00,2025,4,24,0,27.38,4.25,30.42,235.6,73.48,0.04,4,114,0
2025-04-24 01:00:00,2025,4,24,1,29.16,5.55,192.02,233.9,64.65,0.03,4,114,1
2025-04-24 02:00:00,2025,4,24,2,31.72,6.2,402.65,230.9,51.91,0.03,4,114,2
2025-04-24 03:00:00,2025,4,24,3,34.14,5.93,656.05,227.9,41.91,0.02,4,114,3
2025-04-24 04:00:00,2025,4,24,4,36.13,5.43,812.45,224.0,35.35,0.02,4,114,4
2025-04-24 05:00:00,2025,4,24,5,37.73,5.14,905.95,219.3,30.82,0.01,4,114,5
2025-04-24 06:00:00,2025,4,24,6,38.77,5.2,904.9,214.3,28.16,0.01,4,114,6
2025-04-24 07:00:00,2025,4,24,7,39.3,5.43,865.85,210.3,26.92,0.0,4,114,7
2025-04-24 08:00:00,2025,4,24,8,39.28,5.69,753.62,207.5,26.83,0.01,4,114,8
2025-04-24 09:00:00,2025,4,24,9,38.68,5.95,582.5,206.9,27.93,0.01,4,114,9
2025-04-24 10:00:00,2025,4,24,10,37.48,6.06,372.48,206.4,30.42,0.0,4,114,10
2025-04-24 11:00:00,2025,4,24,11,35.93,6.18,159.27,204.7,34.37,0.01,4,114,11
2025-04-24 12:00:00,2025,4,24,12,34.02,6.32,17.65,200.5,40.82,0.01,4,114,12
2025-04-24 13:00:00,2025,4,24,13,32.14,6.33,0.0,201.7,49.32,0.01,4,114,13
2025-04-24 14:00:00,2025,4,24,14,31.0,6.06,0.0,209.1,55.7,0.02,4,114,14
2025-04-24 15:00:00,2025,4,24,15,30.3,5.72,0.0,216.0,59.93,0.02,4,114,15
2025-04-24 16:00:00,2025,4,24,16,29.82,5.48,0.0,220.1,63.0,0.03,4,114,16
2025-04-24 17:00:00,2025,4,24,17,29.39,5.19,0.0,222.4,65.72,0.03,4,114,17
2025-04-24 18:00:00,2025,4,24,18,28.95,4.96,0.0,225.1,68.27,0.03,4,114,18
2025-04-24 19:00:00,2025,4,24,19,28.57,4.84,0.0,227.8,70.26,0.03,4,114,19
2025-04-24 20:00:00,2025,4,24,20,28.32,4.77,0.0,230.4,71.34,0.04,4,114,20
2025-04-24 21:00:00,2025,4,24,21,28.07,4.52,0.0,230.6,72.46,0.03,4,114,21
2025-04-24 22:00:00,2025,4,24,22,27.81,4.25,0.0,230.1,74.01,0.04,4,114,22
2025-04-24 23:00:00,2025,4,24,23,27.49,4.01,0.0,230.2,75.91,0.04,4,114,23
2025-04-25 00:00:00,2025,4,25,0,27.34,4.07,35.78,230.1,77.15,0.05,4,115,0
2025-04-25 01:00:00,2025,4,25,1,28.72,5.01,211.65,228.3,69.78,0.05,4,115,1
2025-04-25 02:00:00,2025,4,25,2,31.22,5.39,419.95,222.6,56.25,0.04,4,115,2
2025-04-25 03:00:00,2025,4,25,3,33.96,5.11,651.78,216.3,43.58,0.04,4,115,3
2025-04-25 04:00:00,2025,4,25,4,36.01,4.66,808.62,209.9,36.15,0.03,4,115,4
2025-04-25 05:00:00,2025,4,25,5,37.49,4.42,877.92,202.7,32.1,0.03,4,115,5
2025-04-25 06:00:00,2025,4,25,6,38.46,4.5,868.55,196.9,29.86,0.02,4,115,6
2025-04-25 07:00:00,2025,4,25,7,38.99,4.73,806.45,192.0,28.76,0.01,4,115,7
2025-04-25 08:00:00,2025,4,25,8,38.94,4.96,701.55,188.8,28.8,0.01,4,115,8
2025-04-25 09:00:00,2025,4,25,9,37.81,5.24,554.12,187.3,30.88,0.02,4,115,9
2025-04-25 10:00:00,2025,4,25,10,36.95,5.36,364.75,187.4,32.79,0.02,4,115,10
2025-04-25 11:00:00,2025,4,25,11,35.52,5.66,165.38,186.7,36.38,0.01,4,115,11
2025-04-25 12:00:00,2025,4,25,12,33.38,6.25,18.75,185.9,43.84,0.03,4,115,12
2025-04-25 13:00:00,2025,4,25,13,31.25,6.31,0.0,190.7,54.23,0.05,4,115,13
2025-04-25 14:00:00,2025,4,25,14,29.98,6.04,0.0,201.5,61.98,0.04,4,115,14
2025-04-25 15:00:00,2025,4,25,15,29.38,5.88,0.0,210.6,65.84,0.04,4,115,15
2025-04-25 16:00:00,2025,4,25,16,29.02,5.61,0.0,215.1,68.16,0.04,4,115,16
2025-04-25 17:00:00,2025,4,25,17,28.68,5.34,0.0,218.2,70.24,0.04,4,115,17
2025-04-25 18:00:00,2025,4,25,18,28.33,4.98,0.0,220.9,72.37,0.04,4,115,18
2025-04-25 19:00:00,2025,4,25,19,27.97,4.58,0.0,223.5,74.59,0.04,4,115,19
2025-04-25 20:00:00,2025,4,25,20,27.58,4.27,0.0,226.3,76.77,0.04,4,115,20
2025-04-25 21:00:00,2025,4,25,21,27.16,4.03,0.0,228.5,79.21,0.04,4,115,21
2025-04-25 22:00:00,2025,4,25,22,26.72,3.75,0.0,230.2,81.96,0.04,4,115,22
2025-04-25 23:00:00,2025,4,25,23,26.25,3.32,0.0,231.7,84.94,0.03,4,115,23
2025-04-26 00:00:00,2025,4,26,0,26.32,3.72,36.97,234.6,84.7,0.82,4,116,0
2025-04-26 01:00:00,2025,4,26,1,28.18,4.82,212.1,234.6,72.0,0.74,4,116,1
2025-04-26 02:00:00,2025,4,26,2,31.12,5.24,415.58,230.3,53.33,0.57,4,116,2
2025-04-26 03:00:00,2025,4,26,3,33.91,5.08,647.88,225.2,40.57,0.4,4,116,3
2025-04-26 04:00:00,2025,4,26,4,36.02,4.83,790.38,218.1,33.47,0.29,4,116,4
2025-04-26 05:00:00,2025,4,26,5,37.49,4.78,780.8,208.9,29.7,0.36,4,116,5
2025-04-26 06:00:00,2025,4,26,6,38.31,4.99,873.53,199.8,28.04,0.31,4,116,6
2025-04-26 07:00:00,2025,4,26,7,38.7,5.35,860.47,192.8,27.56,0.32,4,116,7
2025-04-26 08:00:00,2025,4,26,8,38.46,5.74,753.65,187.8,28.25,0.32,4,116,8
2025-04-26 09:00:00,2025,4,26,9,37.22,6.15,589.08,185.7,30.76,0.3,4,116,9
2025-04-26 10:00:00,2025,4,26,10,35.79,6.2,377.52,187.2,33.93,0.39,4,116,10
2025-04-26 11:00:00,2025,4,26,11,34.32,6.04,163.05,190.8,37.87,0.32,4,116,11
2025-04-26 12:00:00,2025,4,26,12,32.57,5.87,18.0,193.4,44.09,0.29,4,116,12
2025-04-26 13:00:00,2025,4,26,13,30.89,5.78,0.0,195.6,52.67,0.37,4,116,13
2025-04-26 14:00:00,2025,4,26,14,29.6,5.67,0.0,202.0,60.74,0.73,4,116,14
2025-04-26 15:00:00,2025,4,26,15,28.68,5.27,0.0,207.7,67.19,0.7,4,116,15
2025-04-26 16:00:00,2025,4,26,16,28.03,4.85,0.0,212.0,71.95,0.9,4,116,16
2025-04-26 17:00:00,2025,4,26,17,27.5,4.41,0.0,216.0,75.54,1.19,4,116,17
2025-04-26 18:00:00,2025,4,26,18,27.03,4.03,0.0,218.7,78.82,1.58,4,116,18
2025-04-26 19:00:00,2025,4,26,19,26.68,3.71,0.0,220.5,80.85,1.96,4,116,19
2025-04-26 20:00:00,2025,4,26,20,26.4,3.47,0.0,221.3,82.43,2.12,4,116,20
2025-04-26 21:00:00,2025,4,26,21,26.18,3.17,0.0,224.0,83.35,1.73,4,116,21
2025-04-26 22:00:00,2025,4,26,22,25.98,2.94,0.0,227.6,84.04,1.78,4,116,22
2025-04-26 23:00:00,2025,4,26,23,25.76,2.76,0.0,232.2,84.92,1.53,4,116,23
2025-04-27 00:00:00,2025,4,27,0,25.9,2.9,32.67,237.7,84.14,1.34,4,117,0
2025-04-27 01:00:00,2025,4,27,1,27.5,3.51,191.45,238.5,72.79,0.99,4,117,1
2025-04-27 02:00:00,2025,4,27,2,30.34,3.19,405.12,232.1,53.71,0.41,4,117,2
2025-04-27 03:00:00,2025,4,27,3,32.98,2.43,625.45,218.5,41.6,0.16,4,117,3
2025-04-27 04:00:00,2025,4,27,4,34.95,2.21,787.97,194.2,35.42,0.13,4,117,4
2025-04-27 05:00:00,2025,4,27,5,36.37,2.7,912.15,173.6,32.12,0.12,4,117,5
2025-04-27 06:00:00,2025,4,27,6,37.26,3.54,907.42,163.9,30.39,0.16,4,117,6
2025-04-27 07:00:00,2025,4,27,7,37.42,4.35,867.55,161.8,30.31,0.23,4,117,7
2025-04-27 08:00:00,2025,4,27,8,36.27,4.93,766.97,162.7,32.84,0.16,4,117,8
2025-04-27 09:00:00,2025,4,27,9,35.03,5.11,582.0,166.3,36.05,0.18,4,117,9
2025-04-27 10:00:00,2025,4,27,10,33.83,4.87,352.9,171.7,39.41,0.29,4,117,10
2025-04-27 11:00:00,2025,4,27,11,32.51,4.6,168.75,177.1,43.47,0.23,4,117,11
2025-04-27 12:00:00,2025,4,27,12,31.08,4.39,18.88,180.8,49.16,0.61,4,117,12
2025-04-27 13:00:00,2025,4,27,13,29.87,4.15,0.0,183.6,55.62,2.24,4,117,13
2025-04-27 14:00:00,2025,4,27,14,29.01,3.81,0.0,185.4,61.03,4.12,4,117,14
2025-04-27 15:00:00,2025,4,27,15,28.38,3.47,0.0,186.1,65.44,5.08,4,117,15
2025-04-27 16:00:00,2025,4,27,16,27.86,3.12,0.0,186.3,69.4,4.4,4,117,16
2025-04-27 17:00:00,2025,4,27,17,27.37,2.79,0.0,191.1,73.04,3.75,4,117,17
2025-04-27 18:00:00,2025,4,27,18,26.93,2.49,0.0,200.5,76.03,3.75,4,117,18
2025-04-27 19:00:00,2025,4,27,19,26.48,2.26,0.0,212.7,78.9,5.14,4,117,19
2025-04-27 20:00:00,2025,4,27,20,26.17,2.17,0.0,222.8,80.86,6.75,4,117,20
2025-04-27 21:00:00,2025,4,27,21,25.9,1.99,0.0,229.7,82.23,6.92,4,117,21
2025-04-27 22:00:00,2025,4,27,22,25.68,1.85,0.0,234.7,83.08,6.79,4,117,22
2025-04-27 23:00:00,2025,4,27,23,25.39,1.55,0.0,239.3,84.22,6.42,4,117,23
2025-04-28 00:00:00,2025,4,28,0,25.65,1.91,34.28,242.2,82.64,5.64,4,118,0
2025-04-28 01:00:00,2025,4,28,1,27.55,2.33,191.77,238.5,69.01,4.37,4,118,1
2025-04-28 02:00:00,2025,4,28,2,30.38,1.86,407.95,232.9,51.86,2.64,4,118,2
2025-04-28 03:00:00,2025,4,28,3,32.61,1.71,609.75,217.9,42.11,20.53,4,118,3
2025-04-28 04:00:00,2025,4,28,4,34.26,2.19,777.58,195.9,37.12,7.96,4,118,4
2025-04-28 05:00:00,2025,4,28,5,35.53,2.93,893.85,184.3,34.23,5.66,4,118,5
2025-04-28 06:00:00,2025,4,28,6,36.34,3.73,924.53,180.0,32.52,4.77,4,118,6
2025-04-28 07:00:00,2025,4,28,7,36.6,4.51,861.08,178.6,32.08,5.33,4,118,7
2025-04-28 08:00:00,2025,4,28,8,35.94,5.24,785.0,178.4,33.48,10.28,4,118,8
2025-04-28 09:00:00,2025,4,28,9,34.99,5.65,570.05,179.4,36.12,15.1,4,118,9
2025-04-28 10:00:00,2025,4,28,10,33.46,5.84,351.5,180.9,40.49,12.01,4,118,10
2025-04-28 11:00:00,2025,4,28,11,31.89,6.06,159.82,182.7,46.07,9.61,4,118,11
2025-04-28 12:00:00,2025,4,28,12,30.04,5.76,12.18,184.6,54.67,1.97,4,118,12
2025-04-28 13:00:00,2025,4,28,13,28.52,5.35,0.0,191.5,64.27,0.42,4,118,13
2025-04-28 14:00:00,2025,4,28,14,27.73,4.96,0.0,203.4,70.39,8.07,4,118,14
2025-04-28 15:00:00,2025,4,28,15,27.28,4.41,0.0,213.1,73.92,0.49,4,118,15
2025-04-28 16:00:00,2025,4,28,16,27.01,3.87,0.0,219.0,75.68,1.34,4,118,16
2025-04-28 17:00:00,2025,4,28,17,26.79,3.38,0.0,222.2,76.96,7.22,4,118,17
2025-04-28 18:00:00,2025,4,28,18,26.43,2.83,0.0,223.3,79.63,18.0,4,118,18
2025-04-28 19:00:00,2025,4,28,19,25.72,2.09,0.0,220.5,84.57,8.4,4,118,19
2025-04-28 20:00:00,2025,4,28,20,25.22,2.03,0.0,218.4,87.71,9.72,4,118,20
2025-04-28 21:00:00,2025,4,28,21,24.79,2.03,0.0,214.8,90.33,8.86,4,118,21
2025-04-28 22:00:00,2025,4,28,22,24.38,1.99,0.0,210.4,93.04,7.24,4,118,22
2025-04-28 23:00:00,2025,4,28,23,24.2,1.97,0.0,207.5,94.85,6.22,4,118,23
2025-04-29 00:00:00,2025,4,29,0,24.76,2.37,34.28,206.6,92.47,6.62,4,119,0
2025-04-29 01:00:00,2025,4,29,1,26.37,3.18,201.85,206.6,82.76,6.07,4,119,1
2025-04-29 02:00:00,2025,4,29,2,28.4,3.38,440.0,203.2,69.56,1.4,4,119,2
2025-04-29 03:00:00,2025,4,29,3,30.78,3.42,698.15,202.7,55.67,0.38,4,119,3
2025-04-29 04:00:00,2025,4,29,4,32.84,3.13,857.45,204.8,45.79,0.29,4,119,4
2025-04-29 05:00:00,2025,4,29,5,34.47,2.89,903.47,202.6,39.57,0.36,4,119,5
2025-04-29 06:00:00,2025,4,29,6,35.68,2.94,919.03,195.2,35.49,0.27,4,119,6
2025-04-29 07:00:00,2025,4,29,7,36.49,3.21,915.08,186.3,32.94,0.21,4,119,7
2025-04-29 08:00:00,2025,4,29,8,36.77,3.73,795.75,178.9,31.91,0.28,4,119,8
2025-04-29 09:00:00,2025,4,29,9,36.3,4.29,611.22,174.0,32.81,0.69,4,119,9
2025-04-29 10:00:00,2025,4,29,10,35.2,5.0,408.27,169.7,35.93,1.65,4,119,10
2025-04-29 11:00:00,2025,4,29,11,33.01,5.9,168.25,167.9,43.75,3.62,4,119,11
2025-04-29 12:00:00,2025,4,29,12,30.31,6.06,13.6,169.2,57.06,6.62,4,119,12
2025-04-29 13:00:00,2025,4,29,13,28.4,5.48,0.0,175.7,69.81,11.14,4,119,13
2025-04-29 14:00:00,2025,4,29,14,27.43,4.84,0.0,185.5,77.72,12.24,4,119,14
2025-04-29 15:00:00,2025,4,29,15,26.88,4.25,0.0,188.8,82.32,13.1,4,119,15
2025-04-29 16:00:00,2025,4,29,16,26.52,3.81,0.0,185.4,85.41,15.6,4,119,16
2025-04-29 17:00:00,2025,4,29,17,26.2,3.56,0.0,182.3,87.89,19.06,4,119,17
2025-04-29 18:00:00,2025,4,29,18,25.93,3.39,0.0,181.7,89.82,18.95,4,119,18
2025-04-29 19:00:00,2025,4,29,19,25.66,3.06,0.0,180.2,92.0,23.52,4,119,19
2025-04-29 20:00:00,2025,4,29,20,25.46,2.91,0.0,183.1,92.39,24.86,4,119,20
2025-04-29 21:00:00,2025,4,29,21,25.23,2.57,0.0,187.4,92.82,19.92,4,119,21
2025-04-29 22:00:00,2025,4,29,22,25.01,2.16,0.0,192.8,93.53,17.59,4,119,22
2025-04-29 23:00:00,2025,4,29,23,24.83,1.73,0.0,197.5,94.6,14.27,4,119,23
2025-04-30 00:00:00,2025,4,30,0,25.15,1.82,33.47,201.9,92.25,12.88,4,120,0
2025-04-30 01:00:00,2025,4,30,1,26.18,2.12,145.98,202.2,85.14,10.74,4,120,1
2025-04-30 02:00:00,2025,4,30,2,27.57,2.0,293.58,193.9,76.3,6.74,4,120,2
2025-04-30 03:00:00,2025,4,30,3,29.36,2.05,472.9,184.8,65.55,4.6,4,120,3
2025-04-30 04:00:00,2025,4,30,4,31.22,2.1,605.42,182.2,56.81,5.26,4,120,4
2025-04-30 05:00:00,2025,4,30,5,32.55,2.1,618.03,180.0,51.66,5.31,4,120,5
2025-04-30 06:00:00,2025,4,30,6,33.53,2.01,649.08,172.3,48.1,5.43,4,120,6
2025-04-30 07:00:00,2025,4,30,7,34.03,2.0,517.95,158.9,45.75,6.65,4,120,7
2025-04-30 08:00:00,2025,4,30,8,33.97,2.25,454.88,143.1,44.99,8.42,4,120,8
2025-04-30 09:00:00,2025,4,30,9,33.5,2.72,250.05,136.0,45.81,14.81,4,120,9
2025-04-30 10:00:00,2025,4,30,10,32.39,3.69,171.12,138.0,49.36,12.85,4,120,10
2025-04-30 11:00:00,2025,4,30,11,30.56,4.69,27.62,141.9,57.64,12.32,4,120,11
2025-04-30 12:00:00,2025,4,30,12,28.34,4.86,3.12,145.7,70.11,13.53,4,120,12
2025-04-30 13:00:00,2025,4,30,13,26.65,4.24,0.0,151.3,81.13,19.86,4,120,13
2025-04-30 14:00:00,2025,4,30,14,25.88,3.23,0.0,158.9,86.63,22.77,4,120,14
2025-04-30 15:00:00,2025,4,30,15,25.63,2.55,0.0,161.0,88.5,24.81,4,120,15
2025-04-30 16:00:00,2025,4,30,16,25.45,2.26,0.0,155.9,89.66,23.64,4,120,16
2025-04-30 17:00:00,2025,4,30,17,25.22,2.15,0.0,148.9,90.78,22.48,4,120,17
2025-04-30 18:00:00,2025,4,30,18,25.0,2.05,0.0,142.5,91.48,17.02,4,120,18
2025-04-30 19:00:00,2025,4,30,19,24.8,1.89,0.0,136.5,91.93,11.03,4,120,19
2025-04-30 20:00:00,2025,4,30,20,24.62,1.68,0.0,130.9,91.99,4.56,4,120,20
2025-04-30 21:00:00,2025,4,30,21,24.49,1.36,0.0,123.9,91.79,2.02,4,120,21
2025-04-30 22:00:00,2025,4,30,22,24.41,1.02,0.0,115.6,91.6,1.37,4,120,22
2025-04-30 23:00:00,2025,4,30,23,24.32,0.8,0.0,103.7,90.92,0.54,4,120,23
2025-05-01 00:00:00,2025,5,1,0,24.59,0.68,39.03,84.1,88.92,0.39,5,121,0
2025-05-01 01:00:00,2025,5,1,1,25.81,0.71,198.8,71.1,81.41,0.32,5,121,1
2025-05-01 02:00:00,2025,5,1,2,27.95,0.65,407.27,108.7,67.99,0.12,5,121,2
2025-05-01 03:00:00,2025,5,1,3,30.41,0.99,617.17,140.7,54.95,0.08,5,121,3
2025-05-01 04:00:00,2025,5,1,4,32.24,1.31,771.35,148.1,47.5,0.04,5,121,4
2025-05-01 05:00:00,2025,5,1,5,33.61,1.7,878.45,152.2,42.95,0.11,5,121,5
2025-05-01 06:00:00,2025,5,1,6,34.57,2.21,924.2,154.2,39.72,0.19,5,121,6
2025-05-01 07:00:00,2025,5,1,7,35.13,2.7,895.55,153.8,37.87,0.34,5,121,7
2025-05-01 08:00:00,2025,5,1,8,35.27,3.16,770.58,152.7,37.27,0.82,5,121,8
2025-05-01 09:00:00,2025,5,1,9,34.9,3.56,604.1,153.5,38.05,1.53,5,121,9
2025-05-01 10:00:00,2025,5,1,10,33.95,4.28,363.48,155.4,40.5,2.29,5,121,10
2025-05-01 11:00:00,2025,5,1,11,32.23,5.2,178.2,156.4,46.98,2.28,5,121,11
2025-05-01 12:00:00,2025,5,1,12,29.87,5.68,21.25,158.3,58.72,1.99,5,121,12
2025-05-01 13:00:00,2025,5,1,13,28.06,5.15,0.0,161.6,70.05,3.48,5,121,13
2025-05-01 14:00:00,2025,5,1,14,27.18,4.26,0.0,169.3,76.88,5.28,5,121,14
2025-05-01 15:00:00,2025,5,1,15,26.64,3.35,0.0,171.2,81.52,7.04,5,121,15
2025-05-01 16:00:00,2025,5,1,16,26.28,2.73,0.0,167.3,84.64,8.93,5,121,16
2025-05-01 17:00:00,2025,5,1,17,26.0,2.34,0.0,161.0,86.81,11.39,5,121,17
2025-05-01 18:00:00,2025,5,1,18,25.74,2.07,0.0,152.9,88.75,12.69,5,121,18
2025-05-01 19:00:00,2025,5,1,19,25.52,1.86,0.0,141.3,90.33,11.83,5,121,19
2025-05-01 20:00:00,2025,5,1,20,25.36,1.73,0.0,127.3,91.37,9.69,5,121,20
2025-05-01 21:00:00,2025,5,1,21,25.2,1.62,0.0,114.0,91.98,8.13,5,121,21
2025-05-01 22:00:00,2025,5,1,22,25.0,1.63,0.0,105.0,92.46,6.18,5,121,22
2025-05-01 23:00:00,2025,5,1,23,24.81,1.57,0.0,100.7,93.26,4.44,5,121,23
2025-05-02 00:00:00,2025,5,2,0,25.1,1.68,37.28,100.0,91.72,3.41,5,122,0
2025-05-02 01:00:00,2025,5,2,1,26.15,1.72,195.25,108.6,84.26,3.39,5,122,1
2025-05-02 02:00:00,2025,5,2,2,27.55,1.27,404.55,119.2,75.35,2.07,5,122,2
2025-05-02 03:00:00,2025,5,2,3,29.68,0.68,609.8,129.1,61.81,0.81,5,122,3
2025-05-02 04:00:00,2025,5,2,4,32.0,0.59,770.88,143.3,49.83,1.31,5,122,4
2025-05-02 05:00:00,2025,5,2,5,33.49,0.99,857.22,148.2,44.36,1.57,5,122,5
2025-05-02 06:00:00,2025,5,2,6,34.49,1.42,939.95,143.6,41.44,1.6,5,122,6
2025-05-02 07:00:00,2025,5,2,7,34.95,1.77,891.5,139.1,39.86,1.9,5,122,7
2025-05-02 08:00:00,2025,5,2,8,35.18,2.11,772.33,135.0,39.02,2.14,5,122,8
2025-05-02 09:00:00,2025,5,2,9,34.84,2.24,609.42,138.3,39.59,2.76,5,122,9
2025-05-02 10:00:00,2025,5,2,10,33.97,2.55,328.3,143.8,41.79,3.22,5,122,10
2025-05-02 11:00:00,2025,5,2,11,32.56,3.14,153.55,151.5,46.42,3.08,5,122,11
2025-05-02 12:00:00,2025,5,2,12,30.57,3.79,14.9,161.9,55.78,2.05,5,122,12
2025-05-02 13:00:00,2025,5,2,13,28.92,4.12,0.0,167.7,65.08,1.67,5,122,13
2025-05-02 14:00:00,2025,5,2,14,27.93,3.71,0.0,175.7,71.97,1.35,5,122,14
2025-05-02 15:00:00,2025,5,2,15,27.26,3.21,0.0,184.6,77.43,1.22,5,122,15
2025-05-02 16:00:00,2025,5,2,16,26.75,2.84,0.0,194.7,81.67,1.24,5,122,16
2025-05-02 17:00:00,2025,5,2,17,26.34,2.62,0.0,203.1,84.94,1.76,5,122,17
2025-05-02 18:00:00,2025,5,2,18,25.94,2.3,0.0,208.9,87.83,1.48,5,122,18
2025-05-02 19:00:00,2025,5,2,19,25.52,1.96,0.0,211.4,90.73,1.12,5,122,19
2025-05-02 20:00:00,2025,5,2,20,25.24,1.88,0.0,212.6,92.62,1.41,5,122,20
2025-05-02 21:00:00,2025,5,2,21,25.13,2.01,0.0,215.7,93.39,1.4,5,122,21
2025-05-02 22:00:00,2025,5,2,22,25.06,2.08,0.0,220.9,93.84,1.17,5,122,22
2025-05-02 23:00:00,2025,5,2,23,24.95,2.06,0.0,225.6,94.48,2.2,5,122,23
